0	10013
1	1
2	0
3	2
4	0
5	4
6	4
7	5
8	4
9	4
10	7
11	5
12	4
13	13
14	4
15	5
16	9
17	4
18	6
19	5
20	6
21	8
22	3
23	5
24	7
25	6
26	6
27	7
28	12
29	4
30	6
31	11
32	5
33	6
34	4
35	9
36	4
37	6
38	7
39	4
40	12
41	4
42	3
43	6
44	4
45	6
46	8
47	4
48	1
49	6
50	4
51	11
52	6
53	8
54	7
55	7
56	8
57	4
58	3
59	5
60	8
61	5
62	6
63	3
64	1
65	5
66	8
67	3
68	6
69	2
70	5
71	9
72	2
73	4
74	4
75	4
76	12
77	2
78	9
79	4
80	6
81	8
82	6
83	4
84	3
85	7
86	3
87	5
88	5
89	6
90	4
91	2
92	7
93	4
94	4
95	5
96	2
97	6
98	6
99	9
100	5
101	5
102	5
103	3
104	4
105	7
106	5
107	2
108	7
109	6
110	5
111	3
112	3
113	5
114	8
115	2
116	7
117	4
118	6
119	5
120	3
121	5
122	1
123	3
124	5
125	2
126	4
127	5
128	4
129	2
130	6
131	3
132	5
133	4
134	1
135	2
136	6
137	8
138	1
139	4
140	7
141	6
142	4
143	7
144	2
145	2
146	5
147	4
148	6
149	7
150	6
151	5
152	5
153	7
154	5
155	5
156	2
157	3
158	4
159	5
160	1
161	2
162	8
163	6
164	4
165	4
166	5
167	2
168	4
169	9
170	4
171	5
172	4
173	5
174	4
175	5
176	7
177	4
178	7
179	5
180	5
181	4
182	4
183	2
184	8
185	1
186	3
187	4
188	5
189	6
190	4
191	9
192	7
193	5
194	4
195	6
196	5
197	6
198	4
199	3
200	11
201	2
202	4
203	6
204	4
205	5
206	8
207	3
208	6
209	3
210	5
211	4
212	4
213	6
214	0
215	1
216	6
217	5
218	4
219	1
220	3
221	5
222	7
223	6
224	4
225	9
226	5
227	2
228	2
229	7
230	5
231	6
232	6
233	6
234	4
235	5
236	6
237	5
238	6
239	4
240	4
241	4
242	3
243	4
244	7
245	7
246	5
247	6
248	5
249	5
250	4
251	4
252	8
253	5
254	4
255	4
256	8
257	8
258	2
259	2
260	3
261	6
262	6
263	3
264	3
265	4
266	2
267	4
268	8
269	7
270	4
271	4
272	4
273	2
274	9
275	4
276	5
277	3
278	2
279	4
280	2
281	4
282	8
283	10
284	3
285	8
286	7
287	9
288	5
289	13
290	0
291	7
292	5
293	2
294	7
295	10
296	4
297	5
298	4
299	5
300	3
301	5
302	2
303	5
304	6
305	2
306	7
307	6
308	9
309	1
310	13
311	9
312	3
313	7
314	9
315	7
316	0
317	7
318	6
319	5
320	4
321	1
322	5
323	6
324	7
325	10
326	6
327	3
328	5
329	4
330	6
331	6
332	3
333	6
334	5
335	3
336	7
337	6
338	5
339	4
340	3
341	6
342	1
343	3
344	5
345	3
346	6
347	6
348	1
349	6
350	5
351	3
352	3
353	7
354	4
355	4
356	7
357	5
358	3
359	2
360	5
361	4
