0	11182
1	1
2	5
3	4
4	2
5	3
6	4
7	5
8	8
9	9
10	9
11	8
12	10
13	0
14	9
15	4
16	6
17	4
18	8
19	10
20	6
21	2
22	4
23	7
24	4
25	6
26	8
27	11
28	4
29	4
30	7
31	2
32	5
33	4
34	7
35	5
36	2
37	3
38	5
39	2
40	8
41	8
42	6
43	3
44	4
45	5
46	6
47	7
48	5
49	7
50	6
51	2
52	5
53	4
54	6
55	1
56	2
57	4
58	6
59	5
60	4
61	3
62	2
63	6
64	4
65	1
66	5
67	1
68	4
69	6
70	5
71	4
72	4
73	3
74	2
75	3
76	1
77	2
78	4
79	3
80	6
81	1
82	2
83	1
84	6
85	1
86	0
87	2
88	2
89	4
90	4
91	1
92	3
93	2
94	7
95	8
96	1
97	5
98	8
99	4
100	2
101	4
102	4
103	2
104	3
105	4
106	2
107	5
108	3
109	5
110	2
111	5
112	5
113	2
114	4
115	11
116	0
117	4
118	6
119	4
120	1
121	1
122	5
123	2
124	5
125	2
126	3
127	4
128	5
129	1
130	2
131	2
132	3
133	0
134	6
135	3
136	4
137	1
138	3
139	4
140	0
141	2
142	6
143	3
144	2
145	2
146	4
147	1
148	4
149	3
150	3
151	1
152	3
153	2
154	3
155	2
156	3
157	2
158	2
159	2
160	3
161	5
162	2
163	0
164	1
165	3
166	1
167	2
168	3
169	4
170	2
171	2
172	4
173	5
174	2
175	3
176	0
177	5
178	2
179	0
180	2
181	2
182	1
183	1
184	1
185	4
186	0
187	2
188	4
189	4
190	1
191	2
192	0
193	3
194	3
195	3
196	5
197	2
198	4
199	3
200	0
201	0
202	1
203	2
204	1
205	2
206	5
207	3
208	3
209	2
210	0
211	2
212	2
213	1
214	1
215	0
216	1
217	1
218	1
219	3
220	1
221	0
222	4
223	1
224	1
225	2
226	3
227	1
228	2
229	0
230	2
231	1
232	3
233	2
234	2
235	2
236	2
237	1
238	2
239	3
240	0
241	1
242	1
243	0
244	0
245	1
246	2
247	2
248	1
249	3
250	2
251	2
252	1
253	3
254	1
255	2
256	1
257	0
258	3
259	1
260	2
261	0
262	1
263	1
264	2
265	1
266	0
267	0
268	2
269	0
270	2
271	0
272	2
273	1
274	2
275	4
276	1
277	3
278	1
279	1
280	3
281	2
282	0
283	4
284	2
285	2
286	5
287	0
288	2
289	2
290	2
291	4
292	0
293	1
294	1
295	0
296	1
297	0
298	4
299	2
300	3
301	1
302	2
303	3
304	1
305	0
306	1
307	1
308	2
309	2
310	3
311	4
312	0
313	1
314	2
315	0
316	0
317	4
318	0
319	1
320	0
321	4
322	3
323	1
324	0
325	3
326	2
327	1
328	3
329	2
330	1
331	1
332	1
333	1
334	0
335	2
336	1
337	2
338	1
339	0
340	3
341	0
342	1
343	0
344	4
345	3
346	2
347	2
348	2
349	1
350	5
351	3
352	2
353	1
354	5
355	2
356	2
357	6
358	1
359	1
360	6
361	1
362	2
363	5
364	0
365	4
366	3
367	3
368	6
369	2
370	2
371	3
372	3
373	4
374	3
375	3
376	1
377	1
378	2
379	3
380	4
381	3
382	5
383	4
384	2
385	5
386	2
387	3
388	4
389	6
390	3
391	6
392	4
393	2
394	3
395	7
396	2
397	4
398	4
399	5
400	7
401	1
402	20
403	2
404	0
405	1
406	4
407	4
408	5
409	6
410	6
411	2
412	5
413	4
414	2
415	11
416	4
417	5
418	5
419	8
420	4
421	6
422	9
423	5
424	5
425	9
426	4
427	3
428	4
429	4
430	6
431	2
432	3
433	0
434	2
435	1
436	3
437	0
438	3
439	1
440	0
441	0
442	0
443	1
444	0
445	0
446	2
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	1
460	1
461	0
462	3
463	0
464	1
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	1
473	1
474	0
475	1
476	1
477	0
478	1
479	0
480	0
481	1
482	0
483	0
484	0
485	0
486	0
487	1
488	0
489	0
490	1
491	0
492	1
493	1
494	1
495	0
496	1
497	1
498	1
499	0
500	0
501	0
502	1
503	1
504	1
505	0
506	2
507	1
508	2
509	0
510	1
511	0
512	0
513	0
514	0
515	0
516	0
517	1
518	2
519	0
520	0
521	0
522	0
523	0
524	0
525	1
526	0
527	0
528	1
529	0
530	0
531	0
532	0
533	0
534	0
535	2
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	1
545	0
546	0
547	0
548	1
549	0
550	1
551	1
552	1
553	0
554	0
555	0
556	0
557	0
558	0
559	1
560	1
561	2
562	0
563	0
564	0
565	0
566	0
567	0
568	1
569	1
570	0
571	0
572	0
573	0
574	2
575	0
576	0
577	1
578	0
579	2
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	2
588	1
589	1
590	0
591	1
592	1
593	1
594	1
595	1
596	0
597	2
598	0
599	0
600	0
601	0
602	0
603	0
604	1
605	0
606	0
607	1
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	1
616	1
617	2
618	0
619	0
620	0
621	1
622	0
623	0
624	1
625	0
626	0
627	0
628	2
629	0
630	0
631	0
632	0
633	0
634	0
635	1
636	0
