0	10577
1	0
2	0
3	1
4	2
5	1
6	3
7	2
8	4
9	2
10	4
11	2
12	3
13	3
14	2
15	2
16	4
17	6
18	4
19	5
20	6
21	7
22	5
23	3
24	2
25	14
26	7
27	10
28	10
29	7
30	6
31	11
32	8
33	13
34	6
35	7
36	8
37	8
38	12
39	5
40	9
41	8
42	9
43	7
44	10
45	6
46	10
47	4
48	8
49	7
50	6
51	8
52	6
53	10
54	11
55	5
56	12
57	6
58	4
59	6
60	4
61	4
62	4
63	9
64	9
65	1
66	9
67	2
68	9
69	5
70	7
71	9
72	3
73	5
74	8
75	8
76	4
77	6
78	4
79	4
80	2
81	8
82	6
83	4
84	3
85	4
86	1
87	5
88	7
89	2
90	5
91	1
92	2
93	6
94	3
95	3
96	6
97	1
98	4
99	7
100	4
101	5
102	5
103	6
104	5
105	6
106	7
107	2
108	7
109	6
110	2
111	1
112	2
113	4
114	8
115	6
116	4
117	4
118	2
119	4
120	5
121	3
122	3
123	4
124	3
125	5
126	2
127	1
128	4
129	3
130	6
131	3
132	4
133	5
134	2
135	1
136	6
137	1
138	1
139	4
140	5
141	6
142	2
143	5
144	4
145	1
146	1
147	3
148	1
149	5
150	2
151	2
152	3
153	6
154	1
155	2
156	3
157	1
158	1
159	2
160	2
161	1
162	3
163	2
164	2
165	2
166	3
167	4
168	3
169	3
170	3
171	3
172	4
173	2
174	3
175	4
176	3
177	2
178	1
179	5
180	2
181	2
182	1
183	2
184	4
185	3
186	2
187	3
188	5
189	3
190	5
191	1
192	2
193	4
194	1
195	1
196	3
197	3
198	0
199	1
200	4
201	5
202	1
203	9
204	2
205	2
206	6
207	8
208	3
209	2
210	5
211	2
212	2
213	9
214	3
215	1
216	4
217	4
218	1
219	4
220	5
221	6
222	3
223	4
224	5
225	1
226	4
227	3
228	4
229	3
230	6
231	2
232	4
233	3
234	2
235	0
236	3
237	4
238	6
239	4
240	5
241	3
242	6
243	1
244	1
245	2
246	4
247	4
248	2
249	6
250	6
251	0
252	1
253	3
254	6
255	2
256	2
257	5
258	3
259	6
260	3
261	4
262	3
263	2
264	3
265	3
266	1
267	3
268	2
269	6
270	2
271	4
272	6
273	4
274	4
275	1
276	4
277	2
278	2
279	5
280	6
281	1
282	2
283	5
284	4
285	5
286	0
287	0
288	4
289	3
290	1
291	6
292	3
293	7
294	4
295	4
296	4
297	3
298	1
299	3
300	2
301	3
302	4
303	4
304	6
305	6
306	2
307	5
308	7
309	4
310	6
311	6
312	1
313	5
314	4
315	4
316	4
317	3
318	5
319	3
320	1
321	2
322	5
323	4
324	9
325	5
326	4
327	9
328	10
329	2
330	6
331	0
332	5
333	3
334	5
335	3
336	6
337	7
338	4
339	3
340	7
341	5
342	6
343	3
344	8
345	2
346	3
347	3
348	5
349	6
350	6
351	5
352	7
353	4
354	7
355	8
356	2
357	5
358	8
359	6
360	4
361	5
362	4
363	6
364	8
365	8
366	9
367	7
368	8
369	6
370	8
371	8
372	3
373	9
374	5
375	7
376	3
377	6
378	6
379	9
380	7
381	7
382	2
383	16
384	6
385	12
386	4
387	6
388	8
389	15
390	5
391	5
392	3
393	8
394	10
395	3
396	9
397	4
398	4
399	8
400	7
401	3
402	5
403	3
404	6
405	6
406	4
407	4
408	5
409	6
410	7
411	2
412	7
413	9
414	6
415	4
416	6
417	9
418	8
419	6
420	1
421	5
422	5
423	7
424	6
425	6
426	4
427	6
428	9
429	8
430	1
431	5
432	5
433	4
434	5
435	0
436	7
437	2
438	6
439	5
440	6
441	4
442	2
443	6
444	5
445	4
446	7
447	4
448	3
449	9
450	5
451	7
452	9
453	8
454	1
455	6
456	4
457	4
458	10
459	2
460	7
461	3
462	6
463	2
464	4
465	12
466	4
467	5
468	2
469	3
470	10
471	6
472	4
473	4
474	9
475	3
476	6
477	3
478	3
479	6
480	10
481	6
482	6
483	6
484	10
485	5
486	2
487	7
488	8
489	2
490	5
491	7
492	6
493	4
494	6
495	7
496	6
497	7
498	3
499	3
500	8
501	11
502	3
503	7
504	7
505	7
506	9
507	9
508	7
509	7
510	3
511	4
512	6
513	9
514	6
515	4
516	5
517	8
518	8
519	3
520	5
521	4
522	7
523	6
524	5
525	8
526	3
527	10
528	8
529	8
530	4
531	8
532	6
533	8
534	8
535	6
536	5
537	9
538	7
539	12
540	7
541	5
542	6
543	7
544	10
545	6
546	10
547	8
548	6
549	7
550	6
551	6
552	6
553	10
554	5
555	5
556	4
557	7
558	10
559	10
560	7
561	9
562	9
563	6
564	1
565	6
566	4
567	5
568	3
569	3
570	4
571	6
572	4
573	8
574	5
575	4
576	3
577	3
578	2
579	5
580	11
581	5
582	3
583	10
584	5
585	3
586	5
587	1
588	6
589	5
590	3
591	5
592	6
593	6
594	4
595	5
596	7
597	3
598	4
599	5
600	4
601	5
602	6
603	6
604	4
605	1
606	3
607	2
608	3
609	6
610	3
611	10
612	1
613	4
614	2
615	8
616	5
617	7
618	8
619	4
620	5
621	2
622	4
623	7
624	5
625	4
626	3
627	5
628	3
629	4
630	7
631	2
632	6
633	7
634	3
635	4
636	8
637	5
638	4
639	3
640	2
641	6
642	5
643	3
644	3
645	4
646	2
647	1
648	4
649	1
650	6
651	2
652	3
653	2
654	3
655	5
656	3
657	3
658	4
659	4
660	3
661	5
662	3
663	5
664	4
665	1
666	6
667	2
668	4
669	4
670	2
671	0
672	4
673	3
674	0
675	2
676	3
677	1
678	0
679	1
680	0
681	0
682	1
683	2
684	0
685	1
686	0
687	2
688	0
689	1
690	1
691	0
692	1
693	0
694	0
695	0
696	0
697	0
698	1
